day,Team_A_skill_sol_flag,Team_A_pref_sol_flag,Team_A_total_skills,Team_A_work_cost,Team_A_train_cost,Team_A_excess_after_skill,Team_A_excess_after_pref,Team_A_present,Team_A_gohome_cost,Team_A_gohome_skill_sol_flag,Team_A_pref_match_after_skill,Team_A_pref_match_after_pref,Team_B_skill_sol_flag,Team_B_pref_sol_flag,Team_B_total_skills,Team_B_work_cost,Team_B_train_cost,Team_B_excess_after_skill,Team_B_excess_after_pref,Team_B_present,Team_B_gohome_cost,Team_B_gohome_skill_sol_flag,Team_B_pref_match_after_skill,Team_B_pref_match_after_pref,Team_C_skill_sol_flag,Team_C_pref_sol_flag,Team_C_total_skills,Team_C_work_cost,Team_C_train_cost,Team_C_excess_after_skill,Team_C_excess_after_pref,Team_C_present,Team_C_gohome_cost,Team_C_gohome_skill_sol_flag,Team_C_pref_match_after_skill,Team_C_pref_match_after_pref,Team_D_skill_sol_flag,Team_D_pref_sol_flag,Team_D_total_skills,Team_D_work_cost,Team_D_train_cost,Team_D_excess_after_skill,Team_D_excess_after_pref,Team_D_present,Team_D_gohome_cost,Team_D_gohome_skill_sol_flag,Team_D_pref_match_after_skill,Team_D_pref_match_after_pref,Team_E_skill_sol_flag,Team_E_pref_sol_flag,Team_E_total_skills,Team_E_work_cost,Team_E_train_cost,Team_E_excess_after_skill,Team_E_excess_after_pref,Team_E_present,Team_E_gohome_cost,Team_E_gohome_skill_sol_flag,Team_E_pref_match_after_skill,Team_E_pref_match_after_pref,Team_F_skill_sol_flag,Team_F_pref_sol_flag,Team_F_total_skills,Team_F_work_cost,Team_F_train_cost,Team_F_excess_after_skill,Team_F_excess_after_pref,Team_F_present,Team_F_gohome_cost,Team_F_gohome_skill_sol_flag,Team_F_pref_match_after_skill,Team_F_pref_match_after_pref,Team_G_skill_sol_flag,Team_G_pref_sol_flag,Team_G_total_skills,Team_G_work_cost,Team_G_train_cost,Team_G_excess_after_skill,Team_G_excess_after_pref,Team_G_present,Team_G_gohome_cost,Team_G_gohome_skill_sol_flag,Team_G_pref_match_after_skill,Team_G_pref_match_after_pref
216,False,False,66,,,,,12,,False,,,False,False,99,,,,,12,,False,,,True,True,118,3840.0,640.0,2.0,2.0,14,4160.0,True,5.0,10.0,True,True,42,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,True,True,44,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,7.0,11.0,True,True,85,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0
217,True,True,66,4160.0,0.0,1.0,1.0,14,4320.0,True,10.0,12.0,True,True,99,4160.0,0.0,0.0,0.0,13,,False,6.0,10.0,True,True,118,3840.0,0.0,2.0,2.0,14,4160.0,True,5.0,11.0,True,True,42,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,False,False,44,,,,,8,,False,,,True,True,98,3520.0,0.0,4.0,4.0,15,4160.0,True,2.0,11.0,True,True,86,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,11.0
218,True,True,66,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,False,False,99,,,,,11,,False,,,True,True,118,3840.0,0.0,2.0,2.0,14,4160.0,True,2.0,10.0,True,True,42,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,True,True,44,2880.0,0.0,1.0,1.0,10,3040.0,True,7.0,9.0,True,True,98,3520.0,0.0,3.0,3.0,14,4000.0,True,1.0,10.0,False,False,86,,,,,9,,False,,
219,True,True,66,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,True,True,99,4160.0,0.0,0.0,0.0,13,,False,5.0,10.0,False,False,119,,,,,11,,False,,,False,False,42,,,,,7,,False,,,True,True,44,2880.0,0.0,1.0,1.0,10,3040.0,True,7.0,9.0,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,7.0,11.0,False,False,86,,,,,10,,False,,
220,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,False,False,99,,,,,9,,False,,,False,False,119,,,,,10,,False,,,False,False,42,,,,,8,,False,,,True,True,44,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,8.0,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,True,True,86,3520.0,0.0,1.0,1.0,12,3680.0,True,8.0,11.0
221,False,False,67,,,,,11,,False,,,True,True,99,4160.0,320.0,1.0,1.0,14,4480.0,True,5.0,11.0,False,False,119,,,,,11,,False,,,True,True,42,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,False,False,44,,,,,8,,False,,,True,True,98,3520.0,320.0,1.0,1.0,12,3840.0,True,4.0,10.0,False,False,87,,,,,10,,False,,
222,False,False,67,,,,,10,,False,,,False,False,99,,,,,10,,False,,,False,False,119,,,,,11,,False,,,True,True,42,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,9.0,True,True,44,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,8.0,False,False,98,,,,,10,,False,,,True,True,87,3520.0,320.0,2.0,2.0,13,3840.0,True,4.0,11.0
223,False,False,67,,,,,11,,False,,,True,True,99,4160.0,0.0,3.0,3.0,16,4640.0,True,5.0,13.0,True,True,119,3840.0,0.0,4.0,4.0,16,4480.0,True,3.0,12.0,False,False,42,,,,,8,,False,,,True,True,44,2880.0,320.0,2.0,2.0,11,3200.0,True,3.0,9.0,True,True,98,3520.0,0.0,1.0,1.0,12,3680.0,True,5.0,11.0,True,True,87,3520.0,0.0,1.0,1.0,12,3840.0,True,4.0,10.0
224,False,False,67,,,,,12,,False,,,True,True,100,4160.0,0.0,2.0,2.0,15,4480.0,True,5.0,12.0,True,True,121,3840.0,320.0,2.0,2.0,14,4160.0,True,2.0,11.0,False,False,42,,,,,8,,False,,,False,False,45,,,,,7,,False,,,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,True,True,87,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0
225,False,False,67,,,,,11,,False,,,False,False,100,,,,,12,,False,,,True,True,121,3840.0,0.0,0.0,0.0,12,,False,2.0,8.0,True,True,42,2880.0,0.0,0.0,0.0,9,,False,5.0,7.0,False,False,45,,,,,8,,False,,,True,True,98,3520.0,0.0,0.0,0.0,11,,False,7.0,9.0,False,False,87,,,,,10,,False,,
226,False,False,67,,,,,12,,False,,,True,True,100,4160.0,0.0,2.0,2.0,15,4480.0,True,8.0,12.0,True,True,121,3840.0,0.0,2.0,2.0,14,4160.0,True,2.0,10.0,True,True,42,2880.0,320.0,2.0,2.0,11,3200.0,True,6.0,9.0,True,True,45,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,True,True,87,3520.0,0.0,1.0,1.0,12,3680.0,True,5.0,10.0
227,False,False,67,,,,,11,,False,,,False,False,100,,,,,12,,False,,,True,True,121,3840.0,0.0,1.0,1.0,13,4000.0,True,5.0,10.0,False,False,42,,,,,8,,False,,,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,3.0,8.0,True,True,98,3520.0,0.0,1.0,1.0,12,3680.0,True,4.0,10.0,True,True,87,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0
228,False,False,67,,,,,12,,False,,,True,True,100,4160.0,320.0,2.0,2.0,15,4480.0,True,8.0,13.0,True,True,121,3840.0,0.0,2.0,2.0,14,4160.0,True,3.0,10.0,True,True,42,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,True,True,45,2880.0,0.0,0.0,0.0,9,,False,4.0,8.0,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0,True,True,87,3520.0,0.0,1.0,1.0,12,3680.0,True,5.0,10.0
229,False,False,67,,,,,12,,False,,,False,False,100,,,,,12,,False,,,True,True,121,3840.0,0.0,1.0,1.0,13,4000.0,True,4.0,10.0,False,False,42,,,,,8,,False,,,True,True,45,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,True,True,98,3520.0,0.0,1.0,1.0,12,3840.0,True,3.0,9.0,True,True,87,3520.0,320.0,1.0,1.0,12,3680.0,True,3.0,10.0
230,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,100,4160.0,0.0,1.0,1.0,14,4320.0,True,6.0,11.0,True,True,121,3840.0,0.0,1.0,1.0,13,,False,5.0,9.0,False,False,42,,,,,7,,False,,,False,False,45,,,,,8,,False,,,True,True,98,3520.0,0.0,3.0,3.0,14,4000.0,True,1.0,10.0,True,True,87,3520.0,0.0,1.0,1.0,12,,False,5.0,9.0
231,True,True,67,4160.0,0.0,0.0,0.0,13,,False,11.0,12.0,True,True,100,4160.0,0.0,0.0,0.0,13,,False,5.0,10.0,True,True,121,3840.0,0.0,1.0,1.0,13,4160.0,True,5.0,10.0,True,True,42,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,5.0,11.0,True,True,87,3520.0,0.0,1.0,1.0,12,3840.0,True,2.0,9.0
232,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,False,False,100,,,,,12,,False,,,False,False,121,,,,,11,,False,,,False,False,42,,,,,7,,False,,,True,True,45,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,True,True,98,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,10.0,True,True,87,3520.0,0.0,1.0,1.0,12,3680.0,True,9.0,11.0
233,False,False,67,,,,,11,,False,,,True,True,100,4160.0,0.0,1.0,1.0,14,4320.0,True,7.0,12.0,True,True,121,3840.0,0.0,1.0,1.0,13,4160.0,True,2.0,8.0,True,True,42,2880.0,0.0,0.0,0.0,9,,False,7.0,8.0,True,True,45,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,False,False,98,,,,,10,,False,,,True,True,87,3520.0,0.0,1.0,1.0,12,3840.0,True,4.0,10.0
234,False,False,67,,,,,11,,False,,,True,True,100,4160.0,320.0,1.0,1.0,14,4320.0,True,8.0,11.0,True,True,121,3840.0,320.0,3.0,3.0,15,4320.0,True,2.0,10.0,False,False,42,,,,,8,,False,,,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,3.0,8.0,True,True,98,3520.0,0.0,0.0,0.0,11,,False,4.0,9.0,True,True,87,3520.0,320.0,2.0,2.0,13,3840.0,True,4.0,11.0
235,True,True,67,4160.0,0.0,0.0,0.0,13,4160.0,True,11.0,12.0,True,True,100,4160.0,0.0,0.0,0.0,13,,False,6.0,11.0,True,True,121,3840.0,0.0,2.0,2.0,14,4320.0,True,2.0,9.0,True,True,42,2880.0,320.0,1.0,1.0,10,3040.0,True,6.0,8.0,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,4.0,8.0,True,True,98,3520.0,0.0,1.0,1.0,12,3680.0,True,4.0,10.0,True,True,87,3520.0,0.0,0.0,0.0,11,,False,6.0,10.0
236,False,False,67,,,,,10,,False,,,True,True,100,4160.0,0.0,0.0,0.0,13,,False,7.0,10.0,True,True,121,3840.0,0.0,2.0,2.0,14,4160.0,True,3.0,10.0,True,True,42,2880.0,320.0,1.0,1.0,10,3040.0,True,9.0,9.0,True,True,45,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,8.0,True,True,98,3520.0,0.0,1.0,1.0,12,3680.0,True,6.0,10.0,False,False,87,,,,,10,,False,,
237,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,True,True,100,4160.0,0.0,0.0,0.0,13,,False,5.0,10.0,True,True,121,3840.0,0.0,3.0,3.0,15,4320.0,True,3.0,11.0,False,False,42,,,,,8,,False,,,True,True,45,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,8.0,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,3.0,11.0,True,True,87,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0
238,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,True,True,100,4160.0,0.0,2.0,2.0,15,4480.0,True,9.0,13.0,True,True,121,3840.0,0.0,1.0,1.0,13,4160.0,True,4.0,11.0,True,True,42,2880.0,0.0,0.0,0.0,9,,False,8.0,8.0,True,True,45,2880.0,0.0,0.0,0.0,9,,False,7.0,8.0,True,True,98,3520.0,0.0,3.0,3.0,14,4000.0,True,3.0,11.0,False,False,88,,,,,9,,False,,
239,False,False,67,,,,,11,,False,,,True,True,100,4160.0,0.0,0.0,0.0,13,,False,6.0,10.0,True,True,121,3840.0,0.0,2.0,2.0,14,4320.0,True,4.0,10.0,False,False,42,,,,,6,,False,,,False,False,45,,,,,7,,False,,,True,True,98,3520.0,0.0,1.0,1.0,12,3840.0,True,3.0,10.0,False,False,88,,,,,9,,False,,
240,True,True,67,4160.0,0.0,2.0,2.0,15,4480.0,True,10.0,13.0,True,True,100,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,121,3840.0,0.0,1.0,1.0,13,4160.0,True,4.0,9.0,True,True,42,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,98,3520.0,0.0,3.0,3.0,14,4000.0,True,4.0,11.0,False,False,88,,,,,9,,False,,
241,False,False,67,,,,,12,,False,,,False,False,100,,,,,12,,False,,,True,True,121,3840.0,0.0,2.0,2.0,14,4160.0,True,6.0,11.0,True,True,42,2880.0,0.0,1.0,1.0,10,3040.0,True,9.0,9.0,True,True,45,2880.0,0.0,0.0,0.0,9,2880.0,True,5.0,9.0,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,5.0,11.0,True,True,88,3520.0,0.0,0.0,0.0,11,,False,7.0,10.0
242,True,True,67,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,True,True,100,4160.0,320.0,1.0,1.0,14,4320.0,True,7.0,11.0,True,True,121,3840.0,0.0,2.0,2.0,14,4160.0,True,4.0,11.0,False,False,43,,,,,8,,False,,,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,98,3520.0,0.0,0.0,0.0,11,,False,6.0,9.0,False,False,88,,,,,9,,False,,
243,False,False,67,,,,,12,,False,,,True,True,100,4160.0,0.0,2.0,2.0,15,4480.0,True,8.0,12.0,True,True,121,3840.0,0.0,3.0,3.0,15,4480.0,True,4.0,10.0,False,False,43,,,,,8,,False,,,False,False,45,,,,,7,,False,,,False,False,98,,,,,10,,False,,,True,True,88,3520.0,0.0,1.0,1.0,12,3680.0,True,5.0,11.0
244,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,100,4160.0,0.0,0.0,0.0,13,,False,5.0,9.0,True,True,121,3840.0,0.0,2.0,2.0,14,4160.0,True,5.0,11.0,False,False,43,,,,,8,,False,,,False,False,45,,,,,8,,False,,,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,5.0,10.0,True,True,88,3520.0,0.0,1.0,1.0,12,3680.0,True,5.0,11.0
245,False,False,67,,,,,10,,False,,,True,True,100,4160.0,0.0,0.0,0.0,13,,False,5.0,10.0,False,False,121,,,,,10,,False,,,False,False,43,,,,,8,,False,,,False,False,45,,,,,8,,False,,,False,False,98,,,,,10,,False,,,False,False,88,,,,,10,,False,,
246,True,True,67,4160.0,0.0,1.0,1.0,14,4480.0,True,9.0,12.0,True,True,100,4160.0,0.0,2.0,2.0,15,4640.0,True,4.0,11.0,True,True,121,3840.0,0.0,3.0,3.0,15,4320.0,True,2.0,11.0,False,False,43,,,,,8,,False,,,False,False,45,,,,,8,,False,,,True,True,98,3520.0,0.0,3.0,3.0,14,4000.0,True,2.0,10.0,True,True,88,3520.0,320.0,2.0,2.0,13,3840.0,True,4.0,11.0
247,False,False,67,,,,,11,,False,,,True,True,100,4160.0,0.0,1.0,1.0,14,4480.0,True,6.0,11.0,True,True,122,3840.0,0.0,5.0,5.0,17,4640.0,True,3.0,12.0,False,False,43,,,,,8,,False,,,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,98,3520.0,0.0,0.0,0.0,11,,False,4.0,9.0,True,True,88,3520.0,320.0,1.0,1.0,12,3680.0,True,8.0,11.0
248,True,True,67,4160.0,0.0,0.0,0.0,13,4160.0,True,10.0,12.0,True,True,100,4160.0,320.0,3.0,3.0,16,4640.0,True,8.0,13.0,True,True,122,3840.0,0.0,4.0,4.0,16,4640.0,True,3.0,11.0,False,False,43,,,,,6,,False,,,False,False,45,,,,,7,,False,,,True,True,98,3520.0,0.0,2.0,2.0,13,3840.0,True,3.0,11.0,True,True,88,3520.0,0.0,0.0,0.0,11,3520.0,True,11.0,11.0
249,False,False,67,,,,,11,,False,,,True,True,100,4160.0,0.0,1.0,1.0,14,4320.0,True,7.0,11.0,True,True,122,3840.0,0.0,1.0,1.0,13,4000.0,True,3.0,11.0,False,False,43,,,,,8,,False,,,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,False,False,98,,,,,10,,False,,,True,True,88,3520.0,0.0,0.0,0.0,11,,False,6.0,9.0
250,True,True,67,4160.0,0.0,0.0,0.0,13,,False,11.0,12.0,False,False,100,,,,,12,,False,,,True,True,122,3840.0,0.0,2.0,2.0,14,4480.0,True,4.0,9.0,False,False,43,,,,,8,,False,,,False,False,45,,,,,7,,False,,,True,True,98,3520.0,0.0,1.0,1.0,12,3680.0,True,5.0,10.0,True,True,88,3520.0,0.0,0.0,0.0,11,,False,5.0,10.0
251,True,True,67,4160.0,0.0,0.0,0.0,13,,False,10.0,11.0,True,True,100,4160.0,0.0,2.0,2.0,15,4480.0,True,6.0,12.0,True,True,122,3840.0,320.0,2.0,2.0,14,4320.0,True,2.0,10.0,True,True,43,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,False,False,45,,,,,8,,False,,,True,True,98,3520.0,0.0,0.0,0.0,11,3520.0,True,5.0,9.0,True,True,88,3520.0,0.0,0.0,0.0,11,3520.0,True,11.0,11.0
252,False,False,67,,,,,12,,False,,,True,True,101,4160.0,320.0,2.0,2.0,15,4480.0,True,8.0,12.0,True,True,122,3840.0,0.0,1.0,1.0,13,4000.0,True,5.0,11.0,False,False,43,,,,,8,,False,,,False,False,45,,,,,7,,False,,,True,True,98,3520.0,0.0,2.0,2.0,13,4000.0,True,4.0,10.0,False,False,88,,,,,8,,False,,
253,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,102,4160.0,0.0,1.0,1.0,14,4480.0,True,6.0,11.0,True,True,122,3840.0,320.0,3.0,3.0,15,4320.0,True,2.0,10.0,False,False,43,,,,,7,,False,,,False,False,45,,,,,7,,False,,,True,True,99,3520.0,0.0,3.0,3.0,14,4000.0,True,3.0,11.0,False,False,88,,,,,9,,False,,
254,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,10.0,13.0,False,False,102,,,,,11,,False,,,False,False,122,,,,,11,,False,,,True,True,43,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,9.0,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,99,3520.0,0.0,3.0,3.0,14,4000.0,True,3.0,11.0,True,True,88,3520.0,0.0,1.0,1.0,12,3840.0,True,4.0,10.0
255,False,False,67,,,,,12,,False,,,False,False,102,,,,,12,,False,,,False,False,122,,,,,11,,False,,,False,False,43,,,,,8,,False,,,False,False,45,,,,,8,,False,,,True,True,99,3520.0,0.0,1.0,1.0,12,3840.0,True,3.0,9.0,True,True,88,3520.0,0.0,3.0,3.0,14,4000.0,True,3.0,11.0
256,True,True,67,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,False,False,102,,,,,12,,False,,,True,True,122,3840.0,0.0,0.0,0.0,12,,False,4.0,10.0,False,False,43,,,,,8,,False,,,True,True,45,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,True,True,99,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,True,True,89,3520.0,0.0,0.0,0.0,11,,False,6.0,10.0
257,True,True,67,4160.0,0.0,0.0,0.0,13,4160.0,True,9.0,12.0,False,False,102,,,,,11,,False,,,False,False,122,,,,,11,,False,,,True,True,43,2880.0,0.0,1.0,1.0,10,3040.0,True,9.0,9.0,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,99,3520.0,0.0,2.0,2.0,13,3840.0,True,3.0,10.0,True,True,89,3520.0,0.0,0.0,0.0,11,,False,6.0,10.0
258,True,True,67,4160.0,0.0,0.0,0.0,13,,False,11.0,12.0,False,False,102,,,,,12,,False,,,True,True,122,3840.0,0.0,2.0,2.0,14,4320.0,True,5.0,10.0,True,True,43,2880.0,0.0,1.0,1.0,10,3040.0,True,9.0,9.0,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,4.0,9.0,True,True,99,3520.0,0.0,2.0,2.0,13,3840.0,True,6.0,11.0,True,True,89,3520.0,320.0,1.0,1.0,12,3840.0,True,4.0,10.0
259,False,False,67,,,,,11,,False,,,True,True,102,4160.0,640.0,2.0,2.0,15,4480.0,True,7.0,12.0,True,True,122,3840.0,320.0,3.0,3.0,15,4320.0,True,3.0,11.0,False,False,43,,,,,8,,False,,,True,True,45,2880.0,0.0,0.0,0.0,9,,False,5.0,7.0,True,True,99,3520.0,0.0,1.0,1.0,12,3680.0,True,3.0,10.0,True,True,89,3520.0,0.0,0.0,0.0,11,,False,6.0,10.0
260,False,False,67,,,,,12,,False,,,True,True,102,4160.0,0.0,2.0,2.0,15,4480.0,True,6.0,13.0,True,True,122,3840.0,0.0,2.0,2.0,14,4160.0,True,6.0,10.0,True,True,43,2880.0,0.0,0.0,0.0,9,,False,5.0,7.0,True,True,45,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,8.0,True,True,99,3520.0,0.0,0.0,0.0,11,,False,5.0,9.0,False,False,89,,,,,10,,False,,
261,True,True,67,4160.0,0.0,0.0,0.0,13,,False,9.0,11.0,True,True,102,4160.0,0.0,0.0,0.0,13,,False,7.0,10.0,True,True,122,3840.0,0.0,0.0,0.0,12,,False,6.0,10.0,True,True,43,2880.0,0.0,1.0,1.0,10,3040.0,True,9.0,9.0,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,99,3520.0,0.0,2.0,2.0,13,3840.0,True,3.0,10.0,True,True,89,3520.0,0.0,0.0,0.0,11,,False,8.0,10.0
262,True,True,67,4160.0,0.0,0.0,0.0,13,,False,10.0,11.0,True,True,102,4160.0,0.0,2.0,2.0,15,4480.0,True,6.0,12.0,True,True,122,3840.0,0.0,4.0,4.0,16,4480.0,True,2.0,11.0,True,True,43,2880.0,320.0,1.0,1.0,10,3040.0,True,6.0,8.0,False,False,45,,,,,8,,False,,,True,True,99,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0,True,True,89,3520.0,0.0,1.0,1.0,12,3840.0,True,5.0,10.0
263,True,True,67,4160.0,0.0,0.0,0.0,13,4160.0,True,10.0,12.0,False,False,102,,,,,10,,False,,,True,True,122,3840.0,0.0,1.0,1.0,13,4160.0,True,5.0,10.0,False,False,43,,,,,8,,False,,,True,True,45,2880.0,0.0,1.0,1.0,10,3040.0,True,5.0,9.0,True,True,99,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,10.0,False,False,89,,,,,10,,False,,
264,False,False,67,,,,,12,,False,,,True,True,102,4160.0,320.0,2.0,2.0,15,4480.0,True,6.0,11.0,True,True,122,3840.0,0.0,1.0,1.0,13,4160.0,True,5.0,11.0,True,True,43,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,True,True,45,2880.0,0.0,0.0,0.0,9,2880.0,True,6.0,9.0,True,True,99,3520.0,0.0,1.0,1.0,12,3680.0,True,4.0,10.0,False,False,89,,,,,10,,False,,
265,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,102,4160.0,320.0,2.0,2.0,15,4640.0,True,9.0,12.0,True,True,122,3840.0,0.0,3.0,3.0,15,4320.0,True,2.0,11.0,False,False,43,,,,,6,,False,,,False,False,45,,,,,7,,False,,,True,True,99,3520.0,0.0,3.0,3.0,14,4000.0,True,2.0,11.0,True,True,89,3520.0,320.0,2.0,2.0,13,3840.0,True,7.0,11.0
266,True,True,67,4160.0,0.0,0.0,0.0,13,,False,10.0,11.0,True,True,103,4160.0,320.0,1.0,1.0,14,4320.0,True,7.0,12.0,True,True,122,3840.0,0.0,4.0,4.0,16,4640.0,True,3.0,11.0,True,True,43,2880.0,0.0,0.0,0.0,9,,False,6.0,8.0,False,False,45,,,,,8,,False,,,True,True,99,3520.0,0.0,1.0,1.0,12,3840.0,True,6.0,10.0,True,True,89,3520.0,320.0,2.0,2.0,13,3840.0,True,3.0,10.0
267,True,True,67,4160.0,0.0,0.0,0.0,13,,False,10.0,12.0,True,True,103,4160.0,0.0,2.0,2.0,15,4480.0,True,6.0,12.0,True,True,122,3840.0,0.0,2.0,2.0,14,4320.0,True,6.0,11.0,False,False,43,,,,,7,,False,,,False,False,45,,,,,8,,False,,,True,True,99,3520.0,0.0,2.0,2.0,13,3840.0,True,3.0,10.0,False,False,89,,,,,10,,False,,
268,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,9.0,12.0,True,True,103,4160.0,0.0,3.0,3.0,16,4640.0,True,3.0,12.0,True,True,122,3840.0,0.0,2.0,2.0,14,4160.0,True,3.0,10.0,True,True,43,2880.0,0.0,1.0,1.0,10,3040.0,True,9.0,9.0,True,True,45,2880.0,0.0,2.0,2.0,11,3200.0,True,3.0,9.0,True,True,99,3520.0,0.0,2.0,2.0,13,3840.0,True,4.0,11.0,True,True,89,3520.0,0.0,1.0,1.0,12,3680.0,True,9.0,11.0
269,True,True,67,4160.0,0.0,0.0,0.0,13,,False,10.0,11.0,False,False,103,,,,,10,,False,,,True,True,122,3840.0,0.0,1.0,1.0,13,4160.0,True,4.0,8.0,True,True,43,2880.0,0.0,0.0,0.0,9,2880.0,True,8.0,8.0,True,True,46,2880.0,0.0,0.0,0.0,9,2880.0,True,7.0,8.0,True,True,99,3520.0,0.0,2.0,2.0,13,4000.0,True,2.0,10.0,False,False,89,,,,,10,,False,,
270,True,True,67,4160.0,0.0,1.0,1.0,14,4320.0,True,10.0,13.0,True,True,103,4160.0,0.0,0.0,0.0,13,,False,6.0,11.0,True,True,122,3840.0,0.0,2.0,2.0,14,4160.0,True,5.0,11.0,False,False,43,,,,,8,,False,,,False,False,46,,,,,8,,False,,,True,True,99,3520.0,0.0,2.0,2.0,13,3840.0,True,3.0,9.0,True,True,89,3520.0,0.0,0.0,0.0,11,3520.0,True,8.0,10.0
271,False,False,67,,,,,12,,False,,,True,True,103,4160.0,0.0,0.0,0.0,13,,False,7.0,10.0,True,True,122,3840.0,0.0,0.0,0.0,12,,False,3.0,9.0,True,True,43,2880.0,0.0,0.0,0.0,9,,False,7.0,8.0,True,True,46,2880.0,0.0,0.0,0.0,9,,False,7.0,8.0,True,True,99,3520.0,0.0,2.0,2.0,13,3840.0,True,6.0,11.0,True,True,89,3520.0,320.0,2.0,2.0,13,3840.0,True,3.0,10.0
